ARTIST,TITLE,FORMAT,PRICE,GENRE,CAT NUMBER,COUNTRY,SLEEVE,MEDIA,LABEL,EXTRA INFO,SKU
"CURE, THE",THREE IMAGINARY BOYS: REMASTER,1LP, $	48.00 ,ALTERNATIVE,4787532,EU,NEW,NEW,Fiction Records,2016 ROBERT SMITH REMASTER OF THE 1979 DEBUT STUDIO ALBUM,VY7098
"CURE, THE",PORNOGRAPHY: REISSUE,1LP, $	48.00 ,ALTERNATIVE,4787547,EU,NEW,NEW,Fiction Records,2016 ROBERT SMITH REMASTER OF THE 1982 STUDIO ALBUM: 180-GRAM EU PRESS,VY7100
"CURE, THE",PORNOGRAPHY: REMASTER,1LP, $	50.00 ,ALTERNATIVE,R160785,EU,NEW,NEW,Rhino Entertainment,180-GRAM EU PRESSED RHINO REMASTER OF THE 1982 CLASSIC ALBUM,VY14190
"CURE, THE",SEVENTEEN SECONDS: REMASTER,1LP, $	50.00 ,ALTERNATIVE,R160784,USA,NEW,NEW,Rhino Entertainment,2016 U.S. 180-GRAM RHINO REMASTER OF THE 2nd STUDIO ALBUM FROM 1980,VY14703
"CURE, THE",DISINTEGRATION: REMASTER,2LP, $	55.00 ,ALTERNATIVE,5324563,EU,NEW,NEW,Fiction Records,180-GRAM 2xLP RE-ISSUE OF THE 1989 CLASSIC: REMASTERED FROM THE ORIGINAL MASTER TAPES BY ROBERT SMITH,VZ226
"CURREN$Y, TRADEMARK, YOUNG RODDY",PLAN OF ATTACK: COLOUR,1LP, $	40.00 ,HIP HOP,BBG1090LP,USA,NEW,NEW,Babygrande Records,2019 COLLAB ALBUM ON LIMITED CLEAR BLUE VINYL,VY13276
CURSIVE,THE RECLUSE,"7""", $	10.00 ,ALTERNATIVE,SCE59,UK,VG+,VG+,Saddle Creek Records,"SADDLE CREEK UK 7"" PRESS OF THE 2004 SINGLE + 2 NON ALBUM B-SIDES",V83486
CURTIS KNIGHT & THE SQUIRES,NO BUSINESS: THE PPX SESSIONS VOLUME 2:,1LP, $	35.00 ,ROCK,19439800361,USA,NEW,NEW,Legacy / Sony Music,2020 RSD BLACK FRIDAY BROWN VINYL PRESS OF THE 1965+1967 SESSIONS: LIMITED TO 3000 COPIES,VY13717
CURTIS MAYFIELD,THERE'S NO PLACE LIKE AMERICA TODAY: REI,1LP, $	45.00 ,SOUL,349784519,USA,NEW,NEW,Rhino Records,LIMITED 2021 TURQUOISE BLUE VINYL REPRESS OF MAYFIELD'S 1975 STUDIO RELEASE,VY13940
CURTIS MAYFIELD,CURTIS: REISSUE,1LP, $	40.00 ,SOUL,8122796557,EU,NEW,NEW,Curtom Records,2013 EU 180-GRAM GATEFOLD CURTOM/RHINO REPRESS OF THE 1970 DEBUT,VY16202
CURTIS MAYFIELD,CURTIS/LIVE! (EXPANDED): REISSUE,2LP, $	60.00 ,SOUL,MOVLP1300,EU,NEW,NEW,Music On Vinyl,2015 EU 180-GRAM 2LP AUDIOPHILE REMASTER OF THE ACCLAIMED 1971 DOUBLE LIVE ALBUM,VZ5824
CUT COPY,COLLECTED WORKS 2001-2011,LP BOX, $	220.00 ,ALTERNATIVE,3892015,EU,NEW,NEW,Modular,2022 LIMITED 6xLP BOX SET FEAT. THE FIRST DECADE OF MATERIAL w/ 72p ZINE & HOLOGRAPHIC CLAMSHELL BOX,VB638
CYPRESS HILL,THE 420 REMIXES: RSD 2022,"10""", $	35.00 ,HIP HOP,19439948341,EU,NEW,NEW,Legacy / Sony Music,"RSD 2022 10"" OF THE 2021/30th ANNIVERSARY REMIXES: LIMITED TO 4950 COPIES",VE314
CZARFACE,CZARMAGEDDON: RSD 2022,1LP, $	65.00 ,HIP HOP,SIL022LP,USA,NEW,NEW,Silver Age,"RSD 2022 EDITION OF THEIR NEW ALBUM w/ TRADING CARDS: LIMITED TO 10,000 COPIES",VY15959
CZARFACE / MF DOOM,CZARFACE MEETS METAL FACE,1LP, $	50.00 ,HIP HOP,SIL003LP,USA,NEW,NEW,Silver Age,2018 COLLABORATIVE STUDIO RELEASE FROM CZAR & DOOM: U.S. PRESS ON SILVER AGE RECORDS,VY9651
CZARFACE / MF DOOM,SUPER WHAT?,1LP, $	50.00 ,HIP HOP,SIL015LP,USA,NEW,NEW,Silver Age,2021 STUDIO RELEASE & THEIR 2nd COLLAB FROM THE WU-TANG MEMBER & DOOM (R.I.P.),VY14471
CZARFACE / MF DOOM,CZARFACE MEETS METAL FACE (WHITE VINYL),1LP, $	60.00 ,HIP HOP,SIL003ILP,USA,NEW,NEW,Silver Age,"NEW 2021 ""INDIE COLORWAY"" WHITE VINYL REPRESS OF THE 2018 COLLAB.",VY15383
D.O.A.,HARDCORE '81: REISSUE,1LP, $	35.00 ,PUNK,SDR0049,USA,NEW,NEW,Sudden Death Records,NEW 2021 SUDDEN DEATH RECORDS 40th ANNIVERSARY RE-ISSUE OF THE '81 ALBUM w/ 3 BONUS TRACKS & 12p BOOK,VY8418
D.R.I.,CROSSOVER: REISSUE,1LP, $	45.00 ,PUNK,BCR1601,USA,NEW,NEW,Beer City Records,CLASSIC BLACK MILLENIUM EDITION: RESTORED & REMASTERED PRESS OF THE '91 CLASSIC,VY6379
D.R.I.,4 OF A KIND: REISSUE COLOUR,1LP, $	55.00 ,PUNK,MOVLP3048C,EU,NEW,NEW,Music On Vinyl,2022 EU 180-GRAM AUDIOPHILE REPRESS OF THE 4th/1988 STUDIO ALBUM FROM THE U.S. CROSSOVER BAND: LIMITED NUMBERED & COLOUR PRESSING,VY16079
DAFT PUNK,ALIVE 1997: REISSUE,1LP, $	40.00 ,ALTERNATIVE,9029661811,EU,NEW,NEW,Atlantic Records,"NEW 2022 VINYL RE-ISSUE OF THE LIVE 1997 RECORDING IN BIRMINGHAM, UK",VY14867
DAFT PUNK,RANDOM ACCESS MEMORIES,2LP, $	65.00 ,ALTERNATIVE,88883716861,EU,NEW,NEW,Columbia Records,"HUGE 2013 ALBUM FEAT. ""GET LUCKY"": GATEFOLD 180-GRAM 2xLP EU PRESS",VZ919
DAFT PUNK,TRON: LEGACY SOUNDTRACK,2LP, $	60.00 ,ALTERNATIVE,D001356101,USA,NEW,NEW,Walt Disney Home Entertainment,NEW 2022 U.S. IMPORT DELUXE 2xLP VINYL RE-PRESS OF THE 2010 SOUNDTRACK,VZ2545
DAFT PUNK,HOMEWORK: REISSUE,2LP, $	45.00 ,ALTERNATIVE,9029661192,EU,NEW,NEW,Atlantic Records,NEW 2022 EU IMPORT 2xLP GATEFOLD RE-ISSUE OF THE 1996 DEBUT ALBUM,VZ5603
DAFT PUNK,TRON: LEGACY RECONFIGURED OST,2LP, $	70.00 ,ALTERNATIVE,8750256,EU,NEW,NEW,Walt Disney Home Entertainment,2022 REPRESS OF THE LIMITED 2020 RSD VERSION - 2011 REMIXES ALBUM OF THE ACCLAIMED ORIGINAL SOUNTRACK,VZ6214
DAIGHILA / GRINDING HALT,SPLIT,"7""", $	5.00 ,PUNK,120TZM,,NEW,NEW,Tenzenmen Records,"2013 7"" SPLIT FROM MALAYSIAN & DUTCH HARDCORE BANDS!",V7795
DALE JACOBS,COBRA,1LP, $	15.00 ,JAZZ,ELPS3942,AUS,VG+,VG+,Epic Records,EPIC RECORDS OZ PRESS OF THE RARE '78 DEBUT FROM CANADIAN JAZZ,VS20735
"DALY WILSON BIG BAND, THE",IN AUSTRALIA '77,1LP, $	10.00 ,JAZZ,HAM014,AUS,VG+,VG+,Hammard,ORIG. 1976 HAMMARD RECORDS OZ GATEFOLD PRESS,VS4627
"DALY WILSON BIG BAND, THE",ON TOUR,1LP, $	10.00 ,JAZZ,RS4003,AUS,VG+,VG+,Reprise Records,ORIG. REPRISE RECORDS OZ GATEFOLD PRESS OF THE LIVE '73 RELEASE,VS6511
DAMAGED BUG,BUG ON YONKERS,1LP, $	30.00 ,ALTERNATIVE,CF123,USA,NEW,NEW,Castle Face Records,NEW 2020 STUDIO LP FROM JOHN DWYER (THEE OH SEES) ON CASTLE FACE RECORDS,VY13348
DAMIEN JURADO,IN THE SHAPE OF A STORM,1LP, $	25.00 ,ALTERNATIVE,MB029LP1,,NEW,NEW,Mama Bird Recording Co.,BRAND NEW 2019 STUDIO LP FROM THE U.S. FOLK SINGER,VY11472
"DAMNED, THE",MACHINE GUN ETIQUETTE: REISSUE,1LP, $	40.00 ,PUNK,WIKD333,UK,NEW,NEW,Chiswick Records,EU IMPORT VINYL RE-ISSUE OF THE 3rd LP FROM 1979,VY10316
DAN CRIBB & DEREK GRANT,SPLIT,"7""", $	10.00 ,PUNK,PV011,,NEW,NEW,Pee Records,"NEW 2015 SPLIT 7""  EP ON COLOUR VINYL",V71096
DAN SULTAN,GODDESS LOVE / WALK THROUGH MY DREAM,"7""", $	20.00 ,ROCK,SUL003V,AUS,EX,EX,Self Released / Independent,LONG OUT OF PRINT 2011 SELF-RELEASED DOUBLE A-SIDE SINGLE,V83709
"DANDY WARHOLS, THE",WHY YOU SO CRAZY,1LP, $	30.00 ,ALTERNATIVE,DAV245,,NEW,NEW,Dine Alone Records,10th STUDIO LP & BRAND NEW 2019 RELEASE,VY11152
D'ANGELO & THE VANGUARD,BLACK MESSIAH,2LP, $	50.00 ,SOUL,88875056551,USA,NEW,NEW,RCA Records,"CRITICALLY ACCLAIMED 2014 STUDIO ALBUM & FOLLOW-UP TO 2000's ""VOODOO"" - 2xLP GATEFOLD PRESS w/ DL CODE",VZ1638
DANIEL JOHNSTON,FUN: REISSUE,1LP, $	50.00 ,ALTERNATIVE,ORGM1072,USA,NEW,NEW,ORG Music / DGC,2020 REPRESS OF JOHNSTON'S MAJOR LABEL DEBUT ALBUM FROM 1994,VY12394
DANIEL LANOIS,FOR THE BEAUTY OF WYNONA: REISSUE COLOUR,1LP, $	35.00 ,ROCK,MOVLP814,EU,NEW,NEW,Music On Vinyl,2020 EU 180-GRAM AUDIOPHILE REPRESS OF THE ACCLAIMED 1993 ALBUM: NUMBERED & COLOUR PRESS,VY13677
DANIEL NORGREN,UNTITLED,"7""", $	5.00 ,ALTERNATIVE,SPRLPS001,USA,EX,EX,"Vinyl, Me Please","VINYL ME PLEASE SECRET 7"" FOR APRIL, 2017",V82688
DANIEL ROSSEN,DEERSLAYER: RSD 2018,"12""", $	10.00 ,ALTERNATIVE,WAP420,EU,NEW,NEW,Warp Records,"RSD 2018 3-TRACK 12"" EP FROM GRIZZLY BEAR MEMBER: LIMITED TO 1500 COPIES",VO194
DANIEL ROSSEN,YOU BELONG THERE: COLOUR,1LP, $	45.00 ,ALTERNATIVE,WARPLP344C,UK,NEW,NEW,Warp Records,2022 DEBUT SOLO RELEASE FROM THE GRIZZLY BEAR MEMBER: INDIE-EXCLUSIVE GOLD VINYL EDITION,VY15932
DANNY GRAHAM,DANNY GRAHAM,1LP, $	10.00 ,ALTERNATIVE,YXRX0001,AUS,NEW,NEW,Xerox Music,2018 1st TIME RE-ISSUE OF THE LONG-LOST 1980 DEBUT FROM SYDNEY SINGER,VY9948
DANSE MACABRE,DIE KRITIK IST KEINE LEIDENSCHAFT DES KO,"7""", $	10.00 ,PUNK,RWP006,GER,VG+,VG+,React With Protest,GERMAN IMPORT 2002 SINGLE IN CUSTOM DIE-CUT SLEEVE + INSERTS,V82618
DANZIG,DANZIG 5: BLACKACIDEVIL: REISSUE COLOUR,1LP, $	48.00 ,ALTERNATIVE,CLO2508LP,USA,NEW,NEW,Cleopatra Records,LIMITED EDITION 2021 DELUXE SILVER VINYL REISSUE OF THE 1996 STUDIO ALBUM,VY15199
DARK FAIR,OFF INTO MY HEAD,1LP, $	20.00 ,ALTERNATIVE,PCR153LP,AUS,NEW,NEW,Poison City Records,2018 LP FROM THE MELB DARK/POST-PUNK DUO ON POISON CITY RECORDS + D/L,VY10528
DARK FUNERAL,WE ARE THE APOCALYPSE,1LP, $	50.00 ,METAL,19439982931,EU,NEW,NEW,Century Media,NEW 2022 STUDIO RELEASE FROM THE SWEDISH BLACK METAL PIONEERS: 180-GRAM BLACK VINYL PRESSING,VY15820
DARK HORSE,IDEATION,"7""", $	12.00 ,PUNK,DHHCEP02,AUS,NEW,NEW,Dark Horse Records,"NEW 4-TRACK 7"" E.P. FROM THE SYDNEY HARDCORE BAND",V71496
DARKSIDE,SPIRAL,2LP, $	45.00 ,ALTERNATIVE,OLE1737LP,USA,NEW,NEW,Matador Records,NEW 2021 ALBUM FROM NICOLAS JAAR & DAVE HARRINGTON & 1st SINCE THEIR 2013 DEBUT!,VZ5582
DARKTHRONE,F.O.A.D.,1LP, $	42.00 ,METAL,VILELP168,UK,NEW,NEW,Peaceville Records,UK IMPORT PEACEVILLE RECORDS PRESS OF THE 2007 STUDIO ALBUM,VY433
DARREN CROSS,PEACER,1LP, $	10.00 ,ALTERNATIVE,NONE,AUS,NEW,NEW,Self Released / Independent,NEW 2018 SOLO LP FROM EX-GERLING MEMBER ON LIMITED YELLOW VINYL + D/L CODE,VY10805
DAS EFX,DEAD SERIOUS: REISSUE,1LP, $	50.00 ,HIP HOP,MOVLP2038,EU,NEW,NEW,Music On Vinyl,2017 EU 180-GRAM AUDIOPHILE REPRESS OF THE 1992 DEBUT STUDIO ALBUM FROM THE U.S. HIP HOP DUO,VY15350
DAUDYFLIN,OFBELDI,1LP, $	10.00 ,PUNK,LUNGS096,USA,NEW,NEW,Iron Lung Records,NEW 2017 LP FROM THE ICELANDIC HARDCORE BAND,VY8736
DAUGHTERS,HELL SONGS: REISSUE,1LP, $	40.00 ,PUNK,HH666111,USA,NEW,NEW,Hydra Head Records,2020 BLACK VINYL HYDRA HEAD REPRESS OF THEIR 2nd ALBUM FROM 2006: LIMITED TO 800 COPIES,VY10761
DAUGHTERS,CANADA SONGS: REISSUE,1LP, $	30.00 ,PUNK,ROBO29,USA,NEW,NEW,Robotic Empire,2021 ROBOTIC EMPIRE RE-ISSUE OF THE LONG OUT OF PRINT 2003 DEBUT FROM U.S. MATHCORE BAND,VY14169
"DAVE BRUBECK QUARTET, THE",DAVE BRUBECK AT STORYVILLE,1LP, $	15.00 ,JAZZ,KLP676,AUS,VG+,VG,Coroner Records,RARE ORIG. 1958 OZ CORONET RECORDS PRESS w/ OCTAGONAL LABEL,VS20992
"DAVE BRUBECK QUARTET, THE",TIME OUT: REISSUE,1LP, $	48.00 ,JAZZ,MOVLP038,EU,NEW,NEW,Music On Vinyl,2010 EU 180-GRAM AUDIOPHILE REPRESS OF THE 1959 ALL-TIME CLASSIC,VY9926
"DAVE BRUBECK QUARTET, THE",TIME OUT: REISSUE,1LP, $	38.00 ,JAZZ,JWR4525,EU,NEW,NEW,Jazz Wax Records,2010 EU 180-GRAM JAZZ WAX RECORDS REPRESS OF 1959 ALL-TIME CLASSIC,VY13741
DAVE BRUBECK TRIO,LIVE FROM VIENNA 1967: RSD 2022,1LP, $	65.00 ,JAZZ,BELP20220301,USA,NEW,NEW,Brubeck Editions,RSD 2022 ISSUE OF A RARE 1967 RECORDING: LIMITED TO 3500 COPIES,VY16032
DAVE GOODMAN & FRIENDS,JUSTIFIABLE HOMICIDE,"7""", $	10.00 ,PUNK,TLR008,UK,VG,VG+,The Label Industry Records,1978 UK RED VINYL SINGLE FROM THE PUNK PRODUCER & FRIENDS,V82971
DAVID BOWIE,ZEROES: PIC DISC,"7""", $	20.00 ,ROCK,DB78388,EU,NEW,NEW,Parlophone,"LIMITED 2018 REMASTER (RADIO EDIT) PICTURE DISC 7""",V71401
DAVID BOWIE,IN BERTOLT BRECHT'S BAAL,"10""", $	25.00 ,ROCK,DBBAAL2018,EU,NEW,NEW,Parlophone,"2018 REMASTER OF THE 1982 EP: LIMITED EDITION 10"" PRESSING w/ GATEFOLD COVER",VE214
DAVID BOWIE,TOY EP: RSD 2022,"10""", $	48.00 ,ROCK,DBTOYRSD2022,GER,NEW,NEW,Parlophone,"RSD 2022 LIMITED EDITION 10"" EP OF RARE RECORDINGS CIRCA 2000",VE321
DAVID BOWIE,BRILLIANT ADVENTURE EP: RSD 2022,"12""", $	48.00 ,ROCK,DBBARSD2022,GER,NEW,NEW,Parlophone,"RSD 2022 12"" EP FEAT. 4 UNHEARD TRACKS FROM THE 'OUTSIDE' ERA",VO707
DAVID BOWIE,PIN UPS,1LP, $	15.00 ,ROCK,APL10291,AUS,VG,G,RCA Records,"RCA RECORDS ORANGE LABEL OZ PRESS OF THE 1973 COVERS ALBUM (check condition, LP has considerable wear)",VS1229
DAVID BOWIE,SPACE ODDITY: REISSUE,1LP, $	45.00 ,ROCK,DB69731,EU,NEW,NEW,Parlophone,2015 REMASTER OF THE 1969 ALBUM (aka S/T): 180-GRAM GATEFOLD SET,VY6131
DAVID BOWIE,ALADDIN SANE: REISSUE,1LP, $	48.00 ,ROCK,DB69735,EU,NEW,NEW,Parlophone,2015 REMASTER OF THE 1973 STUDIO ALBUM: 180-GRAM GATEFOLD PRESSING,VY6132
DAVID BOWIE,THE MAN WHO SOLD THE WORLD: REISSUE,1LP, $	48.00 ,ROCK,DB69732,EU,NEW,NEW,Parlophone,2015 REMASTER OF THE 1970 STUDIO ALBUM: HEAVYWEIGHT 180-GRAM VINYL,VY6147
DAVID BOWIE,ZIGGY STARDUST: REISSUE,1LP, $	45.00 ,ROCK,DB69734,EU,NEW,NEW,Parlophone,2016 REMASTER OF THE CLASSIC 1972 STUDIO ALBUM ON 180-GRAM VINYL,VY6155
DAVID BOWIE,PIN UPS: REISSUE,1LP, $	48.00 ,ROCK,DB69736,EU,NEW,NEW,Parlophone,2016 REMASTER OF THE 1973 STUDIO ALBUM: HEAVYWEIGHT 180-GRAM VINYL,VY6259
DAVID BOWIE,DIAMOND DOGS: REISSUE,1LP, $	48.00 ,ROCK,DB74761,EU,NEW,NEW,Parlophone,2017 REMASTER OF THE 1974 STUDIO ALBUM: 180-GRAM GATEFOLD SET,VY7618
DAVID BOWIE,STATION TO STATION: REISSUE,1LP, $	40.00 ,ROCK,DB74766,EU,NEW,NEW,Parlophone,2017 REMASTER OF THE 1976 STUDIO ALBUM: HEAVYWEIGHT 180-GRAM VINYL,VY7619
DAVID BOWIE,LODGER: REISSUE,1LP, $	48.00 ,ROCK,DB77826,EU,NEW,NEW,Parlophone,2018 REMASTER OF THE 1979 STUDIO ALBUM: 180-GRAM GATEFOLD SET,VY9531
DAVID BOWIE,HEROES: REISSUE,1LP, $	48.00 ,ROCK,DB77822,EU,NEW,NEW,Parlophone,2018 REMASTER OF THE SEMINAL 1977 STUDIO ALBUM: HEAVYWEIGHT 180-GRAM VINYL,VY9532
DAVID BOWIE,NEVER LET ME DOWN: REISSUE,1LP, $	42.00 ,ROCK,9029567143,EU,NEW,NEW,Parlophone,2019 EU 180-GRAM REMASTER OF THE 1987 STUDIO ALBUM,VY11163
DAVID BOWIE,METROBOLIST (AKA THE MAN WHO SOLD THE WO,1LP, $	35.00 ,ROCK,METROBOLIST6,EU,NEW,NEW,Parlophone,"2020/50th ANNIVERSARY RE-RELEASE OF BOWIE'S ""THE MAN WHO SOLD THE WORLD"" w/ ORIG. AMERICAN COVER ART",VY13294
DAVID BOWIE,LOW: 45th ANNIVERSARY COLOUR REISSUE,1LP, $	55.00 ,ROCK,DB77821,EU,NEW,NEW,Parlophone,NEW 2022/45th ANNIVERSARY RE-ISSUE OF THE LANDMARK ENO-PRODUCED '77 ALBUM ON LIMITED ORANGE VINYL,VY15576
DAVID BOWIE,HUNKY DORY: PIC DISC,1LP, $	60.00 ,ROCK,DBHDPD1971,EU,NEW,NEW,Parlophone,LIMITED 2022 PICTURE DISC REPRESS OF THE 4th STUDIO ALBUM FROM 1972,VY15632
DAVID BOWIE,LEGACY,2LP, $	60.00 ,ROCK,DBLP64161,EU,NEW,NEW,Parlophone,COMPREHENSIVE 2017 COMPILATION SPANNING HIS ENTIRE CAREER: AUDIOPHILE 2xLP 180-GRAM GATEFOLD SET,VZ2714
DAVID ESSEX,ALL THE FUN OF THE FAIR,1LP, $	10.00 ,ROCK,SBP234744,AUS,VG+,VG+,CBS Records,OZ CBS RECORDS GATEFOLD PRESS OF THE 1975 LP,VS12732
DAVID ESSEX,OUT ON THE STREET,1LP, $	5.00 ,ROCK,SBP234886,AUS,EX,EX,CBS Records,CBS RECORDS OZ GATEFOLD PRESS OF THE 1976 LP,VS19708
DAVID GILMOUR,BLUE LIGHT,"7""", $	10.00 ,ROCK,BA223190,AUS,EX,EX,CBS Records,"SCARCE 1984 OZ CBS PIC SLEEVE 7"" SINGLE",V82167
DAVID GILMOUR,ON AN ISLAND,1LP, $	48.00 ,ROCK,3556951,EU,NEW,NEW,Parlophone,2015 EU 180-GRAM REPRESS OF GILMOUR'S 2006 SOLO ALBUM & 1st IN 22 YEARS,VY7557
DAVID JOHANSEN,DAVID JOHANSEN,1LP, $	20.00 ,ROCK,SBP237176,AUS,VG+,EX,CBS Records,1978 DEBUT LP FROM NEW YORK DOLLS SINGER: ORIG. OZ CBS RECORDS PRESS w/ PRINTED INNER,VS18909
DAYBREAK,QUESTION EVERYTHING,1LP, $	10.00 ,PUNK,AR65,,NEW,NEW,Arrest Records,2015 SOPHOMORE ALBUM: ARREST RECORDS LTD/200 (BLACK VINYL),VY5662
"DB'S, THE",I THOUGHT YOU WANTED TO KNOW: COLOUR,2LP, $	55.00 ,ALTERNATIVE,PSR001LE,USA,NEW,NEW,Propeller Records,"NEW 2021 ANTHOLOGY RELEASE: 2xLP COLOUR VINYL FEAT. 23 SINGLES, DEMOS & LIVE TRACKS FROM 1978-1981",VZ5637
"DE KROO BROTHERS, THE",THE FESTIVAL FILE VOLUME 5: SCARLET,1LP, $	30.00 ,POP,L19005,AUS,VG+,EX,Festival Records,RARE 1988 FESTIVAL FILE COMPILATION FEAT. 20 TRACKS FROM THE 60's AUSTRALIAN POP SINGERS,VS20075
DE MONT,I WANT YOUR BODY,"7""", $	10.00 ,ROCK,6548787,AUS,EX,VG+,Giant Records,"OZ PIC SLEEVE 7"" SINGLE FROM 1989",V82562
DE MONT,CLOSE TO THE EDGE,"7""", $	10.00 ,ROCK,6551517,AUS,EX,VG+,Giant Records,"OZ PIC SLEEVE 7"" SINGLE FROM 1989",V82563
DEACON BLUE,YOUR SWAYING ARMS,"10""", $	3.00 ,ROCK,6568938,UK,VG+,EX,Columbia Records,"UK IMPORT 10"" FROM 1991 FEAT. 4 ALTERNATIVE MIXES",VF18
DEAD BARS,DEAD BARS,"7""", $	8.00 ,PUNK,NIR339,USA,NEW,NEW,No Idea Records,"2014 DEBUT 7"" SINGLE: NO IDEA RECORDS",V71151
DEAD BARS / SUNSHINE STATE,SPLIT,"7""", $	8.00 ,PUNK,NIR340,USA,NEW,NEW,No Idea Records,"2014 SPLIT 7"" NO IDEA RECORDS COLOUR VINYL",V71150
"DEAD C, THE",UNKNOWNS,1LP, $	25.00 ,ALTERNATIVE,BING162,USA,NEW,NEW,Ba Da Bing Records,NEW 2020 RELEASE FROM THE LEGENDARY N.Z. EXPERIMENTAL TRIO,VY13622
DEAD KENNEDYS,FRANKENCHRIST: REMASTER,1LP, $	35.00 ,PUNK,MFO42902,USA,NEW,NEW,Manifesto,U.S. IMPORT MANIFESTO RECORDS REMASTER OF THE 1985 3rd STUDIO LP FROM THE ORIGINAL MASTER TAPES!,VY3163
DEAD LEAF ECHO,HALF-TRUTH,"7""", $	10.00 ,ALTERNATIVE,W0000015,USA,EX,EX,Custom Recordings,2010 SINGLE FROM N.Y. SHOEGAZE BAND,V83660
DEAF WISH,LITHIUM ZION: COLOUR,1LP, $	30.00 ,ALTERNATIVE,SP1246X,USA,NEW,NEW,Sub Pop Records,5th FULL LENGTH FROM THE MELBOURNE BAND: LIMITED SUB POP LOSER COLOUR PRESSING,VY10253
DEAFCULT,AURAS: COLOUR,1LP, $	35.00 ,ALTERNATIVE,HOB045,AUS,NEW,NEW,Hobbledehoy Records,ANTICIPATED 2017 DEBUT LP FROM BRISBANE SHOEGAZE BAND ON POISON CITY RECORDS: COLOUR PRESS,VY8454
DEAFHEAVEN,SUNBATHER,2LP, $	60.00 ,METAL,DW146,USA,NEW,NEW,Deathwish Music,SUPERB 2013 SOPHOMORE ALBUM FROM THE AMERICAN BAND: 2LP PINK & YELLOW COLOUR PRESS,VZ1007
DEAFHEAVEN,INFINITE GRANITE,2LP, $	45.00 ,METAL,LPSH251,USA,NEW,NEW,Sargent House,ANTICIPATED NEW 2021 ALBUM FROM THE BLACK-METAL-TURNED-SHOEGAZE U.S. OUTFIT: 2xLP PRESS,VZ5501
DEAN WAREHAM,EMANCIPATED HEARTS,"10""", $	20.00 ,ALTERNATIVE,LPDBL0010,USA,NEW,NEW,Double Feature Records,"2013 SOLO E.P. FROM EX-GALAXIE 500 & LUNA MEMBER: U.S. IMPORT 10"" PRESS",VE315
DEAN WAREHAM,DEAN WAREHAM,1LP, $	35.00 ,ALTERNATIVE,LPDBL0011,USA,NEW,NEW,Double Feature Records,2014 DEBUT SOLO LP (EX-GALAXIE 500 & LUNA) PRODUCED BY JIM JAMES: LIMITED YELLOW VINYL PRESS,VY15970
DEAP LIPS,DEAP LIPS: COLOUR,1LP, $	35.00 ,ALTERNATIVE,COOKLP756X,EU,NEW,NEW,Cooking Vinyl Records,2020 DEBUT COLLAB FROM FLAMING LIPS & DEAP VALLY: LIMITED BLUE VINYL COLOUR PRESS,VY12474
DEAR ELOISE,VANISHING WINTER,"7""", $	10.00 ,PUNK,196TZM,,NEW,NEW,Tenzenmen Records,"2013 COLOUR 7"" FROM THE CHINESE POST PUNKERS",V7730
DEATH,INDIVIDUAL THOUGHT PATTERNS: REISSUE BUT,1LP, $	42.00 ,METAL,RR44841,EU,NEW,NEW,Relapse Records,2021 RELAPSE RECORDS CUSTOM BUTTERFLY w/ SPLATTER VINYL REPRESS OF THE 1993 STUDIO ALBUM,VY14814
DEATH,SCREAM BLOODY GORE: REISSUE BUTTERFLY CO,1LP, $	42.00 ,METAL,RR44801,EU,NEW,NEW,Relapse Records,2021 RELAPSE RECORDS CUSTOM BUTTERFLY w/ SPLATTER VINYL REPRESS OF THE 1987 DEBUT ALBUM,VY14815
DEATH,SPIRITUAL HEALING: REISSUE,1LP, $	42.00 ,METAL,RR44821,EU,NEW,NEW,Relapse Records,NEW 2021 RELAPSE RECORDS COLOUR VINYL REPRESS OF THE 1990 STUDIO ALBUM,VY15834
DEATH,THE SOUND OF PERSEVERANCE: REISSUE BUTTE,2LP, $	55.00 ,METAL,RR44851,USA,NEW,NEW,Relapse Records,2021 RELAPSE RECORDS CUSTOM BUTTERFLY w/ SPLATTER 2xLP VINYL REPRESS OF THE FINAL 1998 STUDIO ALBUM,VZ5574
DEATH BELLS,NEW SIGNS OF LIFE: COLOUR,1LP, $	30.00 ,ALTERNATIVE,DAIS156LPC2,USA,NEW,NEW,Dais Records,NEW 2020 ALBUM FROM THE SYDNEY POST-PUNK BAND BASED IN L.A.: LIMITED SMOKE COLOUR PRESS,VY13468
DEATH CHURCH / MILAT,ENLIGHTENED BY DEATH,1LP, $	30.00 ,PUNK,ICU151,AUS,NEW,NEW,Inner City Uprising,NEW 2021 SPLIT LP RELEASE ON INNER CITY UPRISING: LTD/100 HAND-NUMBERED COPIES,VY15551
DEATH GRIPS,THE MONEY STORE (RSD ESSENTIAL),1LP, $	65.00 ,HIP HOP,19439955541,USA,NEW,NEW,Epic Records,2022 10th ANNIVERSARY RSD ESSENTIAL BLACK & WHITE SPLIT COLOUR PRESSING,VY15292
DEATH PIGGY (GWAR),WELCOME TO THE RECORD: RSD 2020,1LP, $	30.00 ,METAL,ACM50,USA,NEW,NEW,Anti Corporate Music,(PRE-GWAR) RSD 2020 COMP. OF THE EP & UNRELEASED TRACKS ON GREEN VINYL: LTD/1000,VY13310
